user_id,variant,device,channel,customer_segment,ctr,product_view,add_to_cart,checkout,purchase,repeat_purchase,engaged,order_value,repeat_order_value,total_revenue
101675,B,Mobile,Organic,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101676,B,Mobile,Email,Returning,0,0,0,0,0,0,0,0.0,0.0,0.0
101677,B,Desktop,Paid Search,New,1,1,0,0,0,0,0,0.0,0.0,0.0
101678,B,Mobile,Paid Search,New,0,1,1,1,1,0,1,2822.0932744102083,0.0,2822.0932744102083
101679,B,Mobile,Organic,New,0,1,1,1,0,0,1,0.0,0.0,0.0
101680,A,Mobile,Direct,Returning,0,1,1,0,0,0,0,0.0,0.0,0.0
101681,B,Desktop,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101682,B,Tablet,Direct,Returning,1,1,0,0,0,0,0,0.0,0.0,0.0
101683,B,Mobile,Social,Returning,0,1,1,1,1,1,0,1241.5903015262097,1205.3030236481864,2446.893325174396
101684,B,Desktop,Email,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101685,B,Desktop,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101686,B,Desktop,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101687,B,Mobile,Email,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101688,B,Desktop,Direct,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101689,A,Desktop,Paid Search,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101690,A,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101691,A,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101692,B,Mobile,Social,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101693,A,Desktop,Email,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101694,A,Mobile,Social,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101695,A,Desktop,Organic,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101696,B,Desktop,Organic,Returning,1,0,0,0,0,0,0,0.0,0.0,0.0
101697,B,Mobile,Social,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101698,B,Mobile,Organic,New,0,0,0,0,0,0,1,0.0,0.0,0.0
101699,B,Mobile,Social,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101700,B,Mobile,Paid Search,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101701,B,Mobile,Paid Search,New,0,1,1,1,1,1,0,2497.13297455175,2930.8604805566015,5427.993455108352
101702,A,Mobile,Social,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101703,B,Mobile,Direct,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101704,A,Tablet,Social,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101705,A,Mobile,Social,New,1,1,0,0,0,0,0,0.0,0.0,0.0
101706,B,Mobile,Direct,Returning,0,1,0,0,0,0,1,0.0,0.0,0.0
101707,A,Desktop,Paid Search,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101708,B,Mobile,Social,Returning,0,1,0,0,0,0,1,0.0,0.0,0.0
101709,B,Mobile,Social,New,0,1,1,1,1,0,0,2638.5547765081774,0.0,2638.5547765081774
101710,A,Mobile,Organic,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101711,A,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101712,A,Mobile,Paid Search,New,0,0,0,0,0,0,1,0.0,0.0,0.0
101713,A,Mobile,Paid Search,Returning,0,0,0,0,0,0,1,0.0,0.0,0.0
101714,B,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101715,B,Mobile,Email,New,0,1,1,1,1,0,1,2245.373628368774,0.0,2245.373628368774
101716,A,Desktop,Organic,New,0,0,0,0,0,0,1,0.0,0.0,0.0
101717,B,Mobile,Organic,New,0,1,1,1,0,0,0,0.0,0.0,0.0
101718,A,Desktop,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101719,B,Mobile,Organic,Returning,0,1,1,1,1,0,0,2929.1274998111453,0.0,2929.1274998111453
101720,A,Desktop,Organic,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101721,B,Mobile,Social,Returning,1,0,0,0,0,0,1,0.0,0.0,0.0
101722,B,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101723,A,Mobile,Social,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101724,B,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101725,A,Mobile,Social,New,0,1,1,0,0,0,0,0.0,0.0,0.0
101726,B,Mobile,Social,Returning,0,0,0,0,0,0,0,0.0,0.0,0.0
101727,B,Desktop,Organic,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101728,B,Mobile,Email,New,0,1,1,0,0,0,0,0.0,0.0,0.0
101729,B,Desktop,Direct,New,0,1,1,0,0,0,1,0.0,0.0,0.0
101730,A,Mobile,Social,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101731,A,Mobile,Paid Search,Returning,0,1,1,1,0,0,0,0.0,0.0,0.0
101732,B,Desktop,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101733,A,Desktop,Direct,New,1,1,0,0,0,0,0,0.0,0.0,0.0
101734,B,Desktop,Paid Search,Returning,0,0,0,0,0,0,1,0.0,0.0,0.0
101735,A,Mobile,Social,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101736,B,Desktop,Direct,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101737,B,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101738,A,Mobile,Organic,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101739,B,Mobile,Organic,Returning,1,1,0,0,0,0,1,0.0,0.0,0.0
101740,B,Mobile,Direct,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101741,A,Desktop,Social,New,0,0,0,0,0,0,1,0.0,0.0,0.0
101742,A,Desktop,Email,New,1,1,0,0,0,0,0,0.0,0.0,0.0
101743,A,Mobile,Social,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101744,B,Mobile,Email,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101745,B,Mobile,Email,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101746,B,Tablet,Organic,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101747,B,Mobile,Organic,New,0,1,1,1,1,0,1,2509.7955060671593,0.0,2509.7955060671593
101748,B,Desktop,Organic,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101749,B,Mobile,Organic,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101750,B,Mobile,Organic,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101751,A,Tablet,Email,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101752,B,Mobile,Paid Search,New,0,1,1,1,0,0,0,0.0,0.0,0.0
101753,A,Desktop,Organic,New,1,0,0,0,0,0,1,0.0,0.0,0.0
101754,A,Desktop,Direct,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101755,A,Mobile,Paid Search,New,1,0,0,0,0,0,0,0.0,0.0,0.0
101756,B,Desktop,Direct,New,0,0,0,0,0,0,1,0.0,0.0,0.0
101757,A,Desktop,Organic,Returning,0,1,0,0,0,0,1,0.0,0.0,0.0
101758,B,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101759,B,Mobile,Direct,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101760,A,Desktop,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101761,B,Mobile,Social,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101762,B,Desktop,Paid Search,Returning,0,1,1,0,0,0,0,0.0,0.0,0.0
101763,B,Mobile,Direct,Returning,0,1,1,1,0,0,1,0.0,0.0,0.0
101764,B,Desktop,Organic,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101765,A,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101766,A,Desktop,Social,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101767,B,Tablet,Direct,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101768,B,Mobile,Organic,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101769,A,Desktop,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101770,A,Desktop,Email,New,1,0,0,0,0,0,0,0.0,0.0,0.0
101771,A,Desktop,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101772,A,Mobile,Paid Search,Returning,0,0,0,0,0,0,0,0.0,0.0,0.0
101773,A,Desktop,Email,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101774,B,Desktop,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101775,B,Mobile,Social,Returning,0,0,0,0,0,0,0,0.0,0.0,0.0
101776,B,Desktop,Organic,Returning,0,1,0,0,0,0,1,0.0,0.0,0.0
101777,A,Mobile,Social,Returning,1,1,0,0,0,0,0,0.0,0.0,0.0
101778,A,Mobile,Social,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101779,B,Mobile,Social,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101780,B,Tablet,Social,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101781,B,Desktop,Paid Search,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101782,B,Tablet,Organic,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101783,B,Mobile,Paid Search,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101784,A,Desktop,Organic,New,0,1,1,0,0,0,1,0.0,0.0,0.0
101785,B,Mobile,Email,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101786,B,Mobile,Email,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101787,B,Mobile,Organic,Returning,0,0,0,0,0,0,0,0.0,0.0,0.0
101788,B,Mobile,Social,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101789,A,Mobile,Paid Search,New,0,1,1,0,0,0,0,0.0,0.0,0.0
101790,B,Mobile,Paid Search,New,0,1,1,1,1,0,1,4198.927630463814,0.0,4198.927630463814
101791,B,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101792,A,Mobile,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101793,B,Desktop,Direct,New,1,1,0,0,0,0,0,0.0,0.0,0.0
101794,A,Mobile,Social,New,0,1,1,0,0,0,1,0.0,0.0,0.0
101795,B,Desktop,Direct,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101796,B,Mobile,Paid Search,Returning,0,1,0,0,0,0,1,0.0,0.0,0.0
101797,A,Mobile,Email,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101798,A,Desktop,Organic,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101799,B,Desktop,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101800,A,Mobile,Social,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101801,B,Mobile,Social,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101802,B,Mobile,Paid Search,New,1,1,0,0,0,0,0,0.0,0.0,0.0
101803,A,Tablet,Direct,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101804,A,Desktop,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101805,A,Tablet,Direct,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101806,A,Desktop,Organic,Returning,0,0,0,0,0,0,0,0.0,0.0,0.0
101807,B,Mobile,Email,New,1,1,0,0,0,0,0,0.0,0.0,0.0
101808,A,Desktop,Organic,Returning,0,1,1,0,0,0,0,0.0,0.0,0.0
101809,B,Desktop,Social,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101810,B,Desktop,Social,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101811,B,Mobile,Direct,Returning,0,0,0,0,0,0,1,0.0,0.0,0.0
101812,B,Desktop,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101813,A,Mobile,Organic,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101814,B,Desktop,Direct,New,1,1,0,0,0,0,1,0.0,0.0,0.0
101815,B,Mobile,Paid Search,Returning,0,1,1,1,1,0,0,2276.80916827727,0.0,2276.80916827727
101816,A,Mobile,Social,New,0,0,0,0,0,0,1,0.0,0.0,0.0
101817,A,Tablet,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101818,A,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101819,A,Mobile,Email,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101820,B,Tablet,Organic,Returning,0,0,0,0,0,0,0,0.0,0.0,0.0
101821,B,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101822,A,Desktop,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101823,A,Mobile,Social,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101824,A,Mobile,Paid Search,New,0,1,1,1,1,0,0,3236.539237560118,0.0,3236.539237560118
101825,A,Mobile,Organic,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101826,A,Desktop,Direct,New,0,1,1,0,0,0,0,0.0,0.0,0.0
101827,B,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101828,B,Mobile,Organic,New,0,0,0,0,0,0,1,0.0,0.0,0.0
101829,B,Desktop,Social,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101830,A,Tablet,Organic,Returning,0,0,0,0,0,0,0,0.0,0.0,0.0
101831,A,Tablet,Social,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101832,B,Mobile,Email,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101833,A,Desktop,Direct,New,0,1,1,1,0,0,1,0.0,0.0,0.0
101834,A,Desktop,Email,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101835,A,Tablet,Email,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101836,A,Desktop,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101837,A,Desktop,Organic,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101838,B,Desktop,Paid Search,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101839,B,Mobile,Email,Returning,0,1,1,1,0,0,0,0.0,0.0,0.0
101840,B,Tablet,Organic,New,1,1,0,0,0,0,1,0.0,0.0,0.0
101841,A,Desktop,Direct,New,0,1,1,1,1,0,0,3407.728898694327,0.0,3407.728898694327
101842,A,Mobile,Social,New,1,1,0,0,0,0,1,0.0,0.0,0.0
101843,A,Mobile,Organic,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101844,A,Mobile,Email,New,1,1,0,0,0,0,0,0.0,0.0,0.0
101845,A,Desktop,Organic,Returning,1,1,1,1,1,0,0,3030.216787390892,0.0,3030.216787390892
101846,B,Mobile,Organic,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101847,A,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101848,B,Desktop,Social,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101849,A,Desktop,Social,Returning,0,1,0,0,0,0,1,0.0,0.0,0.0
101850,B,Mobile,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101851,B,Mobile,Organic,New,0,1,1,1,1,0,0,3491.4954274105653,0.0,3491.4954274105653
101852,A,Desktop,Social,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101853,B,Mobile,Paid Search,Returning,0,1,1,1,1,0,1,2116.334077532258,0.0,2116.334077532258
101854,A,Mobile,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101855,A,Mobile,Social,Returning,0,0,0,0,0,0,0,0.0,0.0,0.0
101856,A,Tablet,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101857,B,Mobile,Direct,New,0,1,1,0,0,0,0,0.0,0.0,0.0
101858,A,Mobile,Direct,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101859,A,Desktop,Social,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101860,B,Mobile,Paid Search,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101861,A,Mobile,Organic,New,1,1,0,0,0,0,0,0.0,0.0,0.0
101862,A,Desktop,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101863,A,Mobile,Social,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101864,A,Desktop,Paid Search,Returning,0,0,0,0,0,0,1,0.0,0.0,0.0
101865,A,Mobile,Direct,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101866,A,Mobile,Organic,Returning,1,1,0,0,0,0,1,0.0,0.0,0.0
101867,B,Mobile,Organic,New,1,1,0,0,0,0,0,0.0,0.0,0.0
101868,A,Mobile,Social,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101869,B,Mobile,Paid Search,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101870,B,Desktop,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101871,A,Desktop,Email,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101872,B,Mobile,Organic,New,0,1,1,1,0,0,0,0.0,0.0,0.0
101873,A,Mobile,Social,New,0,0,0,0,0,0,1,0.0,0.0,0.0
101874,A,Mobile,Direct,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101875,B,Desktop,Organic,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101876,B,Tablet,Social,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101877,B,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101878,B,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101879,A,Desktop,Organic,Returning,0,0,0,0,0,0,0,0.0,0.0,0.0
101880,A,Mobile,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101881,B,Mobile,Social,Returning,0,1,0,0,0,0,1,0.0,0.0,0.0
101882,A,Mobile,Social,New,1,1,1,1,1,0,0,2950.4230741504234,0.0,2950.4230741504234
101883,B,Mobile,Organic,New,0,0,0,0,0,0,1,0.0,0.0,0.0
101884,B,Mobile,Social,New,0,1,1,1,1,1,0,2075.1625102860853,2256.297098601908,4331.459608887993
101885,B,Mobile,Social,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101886,B,Mobile,Social,New,0,1,1,1,1,0,1,2179.8181128143087,0.0,2179.8181128143087
101887,A,Mobile,Paid Search,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101888,B,Tablet,Organic,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101889,A,Tablet,Paid Search,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101890,B,Mobile,Organic,New,0,1,1,1,0,0,0,0.0,0.0,0.0
101891,B,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101892,A,Mobile,Social,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101893,B,Mobile,Organic,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101894,B,Mobile,Paid Search,New,1,1,0,0,0,0,1,0.0,0.0,0.0
101895,A,Mobile,Social,New,1,1,0,0,0,0,1,0.0,0.0,0.0
101896,A,Mobile,Email,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101897,A,Mobile,Direct,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101898,A,Mobile,Email,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101899,A,Desktop,Organic,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101900,A,Mobile,Organic,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101901,B,Desktop,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101902,A,Mobile,Email,New,0,0,0,0,0,0,1,0.0,0.0,0.0
101903,B,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101904,A,Mobile,Email,New,0,0,0,0,0,0,1,0.0,0.0,0.0
101905,A,Mobile,Email,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101906,B,Mobile,Social,Returning,1,1,0,0,0,0,0,0.0,0.0,0.0
101907,A,Mobile,Organic,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101908,B,Mobile,Social,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101909,B,Mobile,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101910,A,Mobile,Paid Search,New,0,1,1,1,1,0,0,2774.486560596777,0.0,2774.486560596777
101911,A,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101912,B,Mobile,Organic,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101913,A,Mobile,Organic,New,0,0,0,0,0,0,1,0.0,0.0,0.0
101914,A,Tablet,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101915,A,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101916,A,Mobile,Email,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101917,B,Desktop,Email,Returning,0,1,1,1,1,0,0,2922.1522860029777,0.0,2922.1522860029777
101918,A,Mobile,Organic,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101919,A,Desktop,Email,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101920,B,Mobile,Direct,Returning,1,1,0,0,0,0,1,0.0,0.0,0.0
101921,B,Mobile,Paid Search,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101922,A,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101923,B,Mobile,Social,Returning,0,0,0,0,0,0,1,0.0,0.0,0.0
101924,B,Desktop,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101925,A,Desktop,Direct,New,0,1,1,1,0,0,1,0.0,0.0,0.0
101926,A,Mobile,Social,Returning,0,1,0,0,0,0,1,0.0,0.0,0.0
101927,A,Mobile,Organic,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101928,A,Desktop,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101929,A,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101930,B,Mobile,Social,Returning,1,1,0,0,0,0,0,0.0,0.0,0.0
101931,B,Mobile,Email,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101932,A,Mobile,Paid Search,New,1,0,0,0,0,0,0,0.0,0.0,0.0
101933,A,Mobile,Organic,New,0,1,1,1,0,0,1,0.0,0.0,0.0
101934,B,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101935,B,Desktop,Paid Search,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101936,A,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101937,B,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101938,A,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101939,A,Desktop,Direct,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101940,B,Mobile,Social,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101941,A,Desktop,Organic,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101942,B,Mobile,Email,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101943,A,Mobile,Organic,Returning,0,0,0,0,0,0,0,0.0,0.0,0.0
101944,B,Mobile,Social,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101945,B,Desktop,Email,Returning,0,1,0,0,0,0,1,0.0,0.0,0.0
101946,B,Mobile,Social,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101947,B,Mobile,Organic,Returning,0,0,0,0,0,0,0,0.0,0.0,0.0
101948,A,Mobile,Direct,Returning,0,0,0,0,0,0,0,0.0,0.0,0.0
101949,A,Mobile,Social,New,0,1,1,1,1,0,1,3197.375412512997,0.0,3197.375412512997
101950,B,Mobile,Direct,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101951,B,Mobile,Paid Search,Returning,1,0,0,0,0,0,0,0.0,0.0,0.0
101952,A,Desktop,Paid Search,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101953,A,Mobile,Paid Search,New,1,1,0,0,0,0,0,0.0,0.0,0.0
101954,B,Mobile,Organic,Returning,0,1,1,1,1,0,0,2676.090236790871,0.0,2676.090236790871
101955,B,Mobile,Social,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101956,A,Desktop,Social,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101957,A,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101958,B,Mobile,Paid Search,Returning,0,1,1,0,0,0,0,0.0,0.0,0.0
101959,B,Mobile,Email,New,0,0,0,0,0,0,1,0.0,0.0,0.0
101960,B,Mobile,Direct,Returning,0,0,0,0,0,0,1,0.0,0.0,0.0
101961,A,Mobile,Organic,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101962,B,Desktop,Direct,Returning,0,1,0,0,0,0,1,0.0,0.0,0.0
101963,A,Mobile,Paid Search,New,0,1,1,1,0,0,0,0.0,0.0,0.0
101964,B,Mobile,Organic,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101965,A,Mobile,Social,New,1,1,0,0,0,0,1,0.0,0.0,0.0
101966,A,Tablet,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101967,B,Mobile,Direct,Returning,0,0,0,0,0,0,1,0.0,0.0,0.0
101968,A,Mobile,Email,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101969,A,Desktop,Direct,Returning,0,1,1,1,1,0,1,2494.5667913232546,0.0,2494.5667913232546
101970,B,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101971,A,Desktop,Organic,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101972,B,Mobile,Email,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101973,A,Mobile,Direct,New,0,1,1,1,1,1,1,2109.7691504166883,2547.15002916793,4656.919179584618
101974,B,Mobile,Email,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101975,B,Mobile,Organic,New,1,1,0,0,0,0,0,0.0,0.0,0.0
101976,B,Mobile,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101977,A,Mobile,Organic,Returning,0,1,0,0,0,0,1,0.0,0.0,0.0
101978,B,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101979,A,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101980,A,Desktop,Direct,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101981,A,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101982,B,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101983,A,Mobile,Social,New,0,1,1,1,1,1,0,3452.5340411197258,3999.9003615147585,7452.434402634484
101984,A,Mobile,Direct,New,0,1,0,0,0,0,1,0.0,0.0,0.0
101985,B,Mobile,Organic,New,0,0,0,0,0,0,0,0.0,0.0,0.0
101986,B,Mobile,Social,Returning,0,0,0,0,0,0,0,0.0,0.0,0.0
101987,A,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101988,A,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101989,A,Desktop,Organic,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
101990,A,Mobile,Email,Returning,1,0,0,0,0,0,0,0.0,0.0,0.0
101991,B,Desktop,Direct,Returning,0,1,1,1,1,0,0,2993.4651112494835,0.0,2993.4651112494835
101992,B,Mobile,Social,New,0,1,0,0,0,0,0,0.0,0.0,0.0
101993,B,Mobile,Email,New,1,1,1,1,1,0,0,2012.4910013820886,0.0,2012.4910013820886
101994,A,Mobile,Paid Search,New,0,0,0,0,0,0,0,0.0,0.0,0.0
